j,trajectory,M,S,D
1645,"1 2 3 1 3 -2 -1 -1 -3 -2 -3 2",192,1,-128
1646,"1 2 3 1 2 -1 3 -2 -3 -1 -2 -3",96,1,-128
1647,"1 2 3 1 2 -1 3 -2 -1 -3 -3 -2",192,1,-128
1648,"1 2 3 3 -1 -1 -2 -2 -3 -3 2 1",192,1,-512
1649,"1 2 3 1 3 -1 2 -1 -3 -2 -3 -2",192,1,-128
1650,"1 2 3 -1 -1 3 -2 -3 2 -3 1 -2",192,1,-128
1651,"1 2 3 1 -2 -1 2 -1 3 -2 -3 -3",192,1,128
1652,"1 2 3 -1 3 2 1 -2 -3 -1 -3 -2",48,1,128
1653,"1 2 3 1 3 -1 -3 -3 -2 -2 -1 2",96,1,256
1654,"1 2 3 -1 -1 -3 1 -3 2 3 -2 -2",192,1,256
1655,"1 2 3 -1 -1 3 -2 1 2 -3 -3 -2",96,1,256
1656,"1 2 3 3 -2 -1 -1 2 -3 -3 -2 1",24,1,-512
1657,"1 2 3 1 3 -1 -3 -2 -1 2 -3 -2",192,1,0
1658,"1 2 3 -1 -1 -2 -3 1 -3 -2 3 2",96,1,128
1659,"1 2 3 1 -2 -1 3 -1 -2 -3 -3 2",192,1,-128
1660,"1 2 3 1 -2 -3 -2 -1 -3 -1 3 2",192,1,0
1661,"1 2 3 1 3 2 -1 -1 -2 -3 -3 -2",192,1,-256
1662,"1 2 3 2 -3 -1 -1 3 -2 -3 -2 1",96,1,-256
1663,"1 2 3 -1 -1 -3 -3 1 -2 -2 3 2",192,1,-256
1664,"1 2 3 -1 3 -1 -3 2 -3 -2 1 -2",192,1,-128
1665,"1 2 3 1 2 -1 3 -2 -3 -1 -3 -2",192,1,-128
1666,"1 2 3 1 3 -1 2 -1 -3 -3 -2 -2",192,1,-256
1667,"1 2 3 2 -3 -2 -2 -1 -3 -1 3 1",96,1,-256
1668,"1 2 3 -1 -2 1 2 -3 -1 3 -2 -3",192,1,128
1669,"1 2 3 -1 3 2 1 -2 -1 -3 -3 -2",192,1,128
1670,"1 2 3 1 3 -2 -1 2 -3 -1 -3 -2",96,1,-128
1671,"1 2 3 1 3 -1 -3 -2 -1 -2 -3 2",192,1,0
1672,"1 2 3 1 -3 2 3 -1 -3 -1 -2 -2",192,1,-128
1673,"1 2 3 -1 3 -1 -3 -2 -3 -2 1 2",96,1,-128
1674,"1 2 3 1 -2 -2 -3 -1 -3 -1 3 2",192,1,-128
1675,"1 2 3 1 -3 -1 2 -3 -2 3 -1 -2",32,1,0
1676,"1 2 3 1 2 -1 3 -1 -3 -2 -2 -3",192,1,128
1677,"1 2 3 1 3 -1 -2 -3 -3 2 -1 -2",192,1,128
1678,"1 2 3 -1 -1 -3 -3 -2 3 -2 1 2",192,1,-256
1679,"1 2 3 1 2 -1 -2 -3 -3 -1 3 -2",192,1,-128
1680,"1 2 3 -1 -1 -2 1 3 2 -3 -3 -2",192,1,256
1681,"1 2 3 1 -3 2 -1 3 -1 -2 -3 -2",192,1,0
1682,"1 2 3 1 3 -2 -1 2 -1 -3 -3 -2",192,1,-128
1683,"1 2 3 -1 -1 3 2 1 -2 -3 -3 -2",96,1,256
1684,"1 2 3 -1 -1 3 1 -2 -2 -3 -3 2",192,1,-256
1685,"1 2 3 1 -2 -2 -1 2 3 -1 -3 -3",96,1,0
1686,"1 2 3 1 3 2 -3 -3 -1 -2 -1 -2",192,1,-128
1687,"1 2 3 -1 3 -1 -3 -3 -2 -2 1 2",96,1,-256
1688,"1 2 3 -1 -3 1 -3 2 3 -2 -1 -2",96,1,128
1689,"1 2 3 -1 -1 2 3 -2 1 -2 -3 -3",192,1,0
1690,"1 2 3 1 -3 -3 2 -1 -1 3 -2 -2",96,1,-256
1691,"1 2 3 2 -1 -1 -2 -3 -3 -2 3 1",192,1,-256
1692,"1 2 3 -1 -2 -1 3 1 -3 -2 -3 2",192,1,0
1693,"1 2 3 1 -2 -1 -3 -1 3 -2 -3 2",192,1,0
1694,"1 2 3 1 -3 2 -1 3 -1 -3 -2 -2",192,1,128
1695,"1 2 3 -1 -1 -2 -3 1 3 2 -3 -2",96,1,128
1696,"1 2 3 1 -2 -1 -2 3 -1 2 -3 -3",192,1,-128
1697,"1 2 3 1 -3 -2 -1 2 3 -1 -3 -2",48,1,128
1698,"1 2 3 1 -2 -1 -3 -1 2 3 -2 -3",192,1,128
1699,"1 2 3 1 -2 -1 -3 -1 3 2 -3 -2",192,1,-128
1700,"1 2 3 1 -2 -1 -3 2 3 -2 -1 -3",96,1,128
1701,"1 2 3 1 -2 -3 2 -1 -1 3 -2 -3",96,1,128
1702,"1 2 3 -1 -1 -3 1 2 3 -2 -3 -2",192,1,128
1703,"1 2 3 1 3 2 -1 -2 -3 -1 -3 -2",96,1,-128
1704,"1 2 -1 -1 3 3 2 -3 -3 -2 -2 1",96,1,512
1705,"1 2 3 1 -3 2 3 -1 -1 -3 -2 -2",192,1,0
1706,"1 2 3 -1 -3 1 2 -1 -3 -2 3 -2",192,1,0
1707,"1 2 3 2 1 -2 -1 3 -1 -3 -3 -2",192,1,128
1708,"1 2 3 -2 3 2 -1 -1 -2 -3 -3 1",192,1,-256
1709,"1 2 3 1 2 -3 -2 -2 3 -1 -1 -3",96,1,0
1710,"1 2 3 1 -2 -2 3 -1 -1 2 -3 -3",96,1,-256
1711,"1 2 3 2 -1 -1 -3 1 3 -2 -3 -2",192,1,128
1712,"1 2 3 -1 -1 3 -2 -3 -3 2 1 -2",192,1,-256
1713,"1 2 3 1 3 -1 -1 -3 2 -3 -2 -2",192,1,-256
1714,"1 2 3 1 -3 -1 -2 3 2 -1 -3 -2",192,1,0
1715,"1 2 3 1 -2 -3 -1 2 -1 3 -2 -3",192,1,128
1716,"1 2 3 -1 -1 -2 3 -2 1 -3 -3 2",96,1,-256
1717,"1 2 3 -1 -3 -1 2 1 3 -2 -3 -2",96,1,128
1718,"1 2 3 2 3 -1 -1 -3 1 -3 -2 -2",192,1,-256
1719,"1 2 3 1 3 -1 -2 -1 -3 -2 -3 2",96,1,0
1720,"1 2 3 1 -2 -1 -1 -3 2 3 -2 -3",192,1,128
1721,"1 2 3 -2 3 2 -3 -3 -1 -1 -2 1",192,1,-256
1722,"1 2 3 1 -2 -3 -2 3 -1 -3 -1 2",192,1,0
1723,"1 2 3 -1 -1 3 2 -3 -3 1 -2 -2",192,1,256
1724,"1 2 3 1 3 2 -1 -2 -1 -3 -3 -2",192,1,-128
1725,"1 2 3 1 -3 -2 3 -1 -1 2 -3 -2",96,1,-128
1726,"1 2 3 1 -2 -1 2 3 -2 -1 -3 -3",192,1,128
1727,"1 2 3 -1 -3 1 3 -1 2 -3 -2 -2",96,1,128
1728,"1 2 3 -1 -1 -2 1 -3 -3 2 3 -2",192,1,0
1729,"1 2 3 1 -3 -1 -3 2 3 -2 -1 -2",96,1,-128
1730,"1 2 3 2 -3 -2 -2 3 -1 -1 -3 1",192,1,256
1731,"1 2 3 1 -2 -3 -1 -1 2 3 -2 -3",192,1,128
1732,"1 2 3 1 -2 -1 3 -2 -3 -1 -3 2",192,1,0
1733,"1 2 3 1 3 -1 -1 -2 -3 -2 -3 2",192,1,-128
1734,"1 2 3 -1 -2 1 3 -1 -3 -2 -3 2",192,1,128
1735,"1 2 3 1 -3 -1 2 -1 3 -2 -3 -2",192,1,0
1736,"1 2 3 -1 -1 2 3 -2 -2 -3 -3 1",192,1,0
1737,"1 2 3 1 2 -1 -2 3 -1 -2 -3 -3",96,1,128
1738,"1 2 3 -1 -1 -3 2 1 3 -2 -2 -3",48,1,256
1739,"1 2 3 -1 -3 -1 3 -2 -3 2 1 -2",96,1,-128
1740,"1 2 3 1 2 -3 -1 3 -2 -2 -1 -3",192,1,128
1741,"1 2 3 1 -2 3 -1 2 -3 -1 -3 -2",192,1,-128
1742,"1 2 3 -1 -1 -2 -3 -3 -2 3 2 1",192,1,256
1743,"1 2 3 3 2 -3 -3 -1 -1 -2 -2 1",192,1,-512
1744,"1 2 3 1 -3 -1 -3 2 3 -1 -2 -2",192,1,-128
1745,"1 2 3 2 3 -1 -1 -2 -3 -3 1 -2",192,1,-256
1746,"1 2 3 1 3 -1 -2 -2 -1 -3 -3 2",192,1,0
1747,"1 2 3 1 -3 2 -3 -1 -1 -2 3 -2",96,1,128
1748,"1 2 3 -1 -1 2 -3 -2 -3 -2 3 1",96,1,-256
1749,"1 2 3 2 -1 -1 3 1 -3 -2 -3 -2",192,1,128
1750,"1 2 3 2 -3 -3 -1 -2 1 3 -1 -2",192,1,128
1751,"1 2 3 1 -3 -1 -1 2 3 -2 -3 -2",192,1,-128
1752,"1 2 3 3 -1 -2 -2 -1 -3 -3 2 1",48,1,0
1753,"1 2 3 4 3 -2 -3 -3 -4 3 -1 -3",384,1,0
1754,"1 2 3 4 3 -4 3 -2 -1 -3 -3 -3",192,1,-256
1755,"1 2 3 4 -3 -1 3 -2 3 -4 -3 -3",384,1,-128
1756,"1 2 3 4 -1 4 4 -3 -4 -4 -4 -2",384,1,0
1757,"1 2 3 4 -1 -4 -3 4 4 -2 -4 -4",384,1,-128
1758,"1 2 3 -1 3 4 -3 -4 3 -2 -3 -3",384,1,128
1759,"1 2 3 4 3 3 -4 -3 -2 -3 -1 -3",384,1,0
1760,"1 2 3 4 -2 -4 -4 -4 -3 -1 4 4",384,1,0
1761,"1 2 3 4 -2 3 -4 3 -1 -3 -3 -3",384,1,-128
1762,"1 2 3 4 -3 -1 -3 -2 -3 -4 3 3",384,1,-128
1763,"1 2 3 4 4 -3 -4 -2 4 -1 -4 -4",192,1,-128
1764,"1 2 3 -2 3 3 4 -3 -4 -1 -3 -3",384,1,128
1765,"1 2 3 4 4 -2 4 -1 -3 -4 -4 -4",384,1,-256
1766,"1 2 3 4 -1 3 3 -4 -3 -3 -2 -3",384,1,-128
1767,"1 2 3 4 -2 -4 -3 4 4 -1 -4 -4",384,1,128
1768,"1 2 3 -2 -3 2 4 -2 -4 2 -1 -2",64,1,-128
1769,"1 2 3 4 4 -2 -1 4 -3 -4 -4 -4",384,1,-256
1770,"1 2 3 4 3 -4 3 -2 -3 -3 -1 -3",384,1,-128
1771,"1 2 3 4 -3 -4 -2 4 4 -1 -4 -4",384,1,-128
1772,"1 2 3 4 3 3 -1 -3 -2 -4 -3 -3",384,1,-128
1773,"1 2 3 4 -3 -4 3 3 -2 -1 -3 -3",384,1,256
1774,"1 2 3 4 3 3 -2 -1 -3 -3 -4 -3",192,1,-256
1775,"1 2 3 4 4 -1 -3 4 -2 -4 -4 -4",384,1,-256
1776,"1 2 3 4 3 -1 3 -4 -2 -3 -3 -3",384,1,-128
1777,"1 2 3 4 -3 -3 -1 -2 3 3 -4 -3",192,1,-256
1778,"1 2 3 4 -2 4 4 -1 -4 -3 -4 -4",384,1,-128
1779,"1 2 3 -1 3 -2 -3 4 3 -4 -3 -3",384,1,128
1780,"1 2 3 4 -2 -1 4 4 -3 -4 -4 -4",384,1,-256
1781,"1 2 3 -1 -3 4 3 3 -4 -2 -3 -3",384,1,128
1782,"1 2 3 4 -1 -3 -4 -4 -4 -2 4 4",384,1,0
1783,"1 2 3 4 4 -3 4 -1 -4 -4 -4 -2",384,1,-256
1784,"1 2 3 4 -3 -4 -3 -3 -1 3 3 -2",384,1,0
1785,"1 2 3 -1 3 3 4 -3 -4 -2 -3 -3",384,1,128
1786,"1 2 3 4 4 -1 4 -2 -4 -4 -4 -3",384,1,-256
1787,"1 2 3 4 3 -2 -1 3 -4 -3 -3 -3",384,1,0
1788,"1 2 3 4 -1 3 3 -4 -3 -2 -3 -3",384,1,-128
1789,"1 2 3 4 3 -1 -3 -2 -3 -3 -4 3",384,1,0
1790,"1 2 3 4 -3 -1 -3 -3 -4 -2 3 3",384,1,-128
1791,"1 2 3 4 3 -1 -4 3 -2 -3 -3 -3",384,1,-128
1792,"1 2 3 4 4 -2 4 -3 -1 -4 -4 -4",384,1,-256
1793,"1 2 3 4 4 4 -2 -3 -1 -4 -4 -4",192,1,-256
1794,"1 2 3 4 3 -4 3 -1 -3 -3 -2 -3",384,1,-128
1795,"1 2 3 4 -1 -4 -4 -3 -4 -2 4 4",384,1,-128
1796,"1 2 3 4 -2 -1 -4 -4 -4 -3 4 4",384,1,-256
1797,"1 2 3 4 3 -4 -3 -3 -2 -3 -1 3",384,1,0
1798,"1 2 3 -2 3 4 3 -4 -3 -3 -1 -3",384,1,0
1799,"1 2 3 4 -2 4 4 -1 -3 -4 -4 -4",384,1,-256
1800,"1 2 3 4 -3 -1 4 4 -2 -4 -4 -4",384,1,0
1801,"1 2 3 2 -3 2 -1 -2 4 -2 -4 -2",96,1,-128
1802,"1 2 3 -2 4 2 -1 -2 -3 2 -4 -2",32,1,128
1803,"1 2 3 4 -2 -4 -4 -1 -4 -3 4 4",384,1,-128
1804,"1 2 3 4 -3 -3 -1 -3 -4 3 3 -2",384,1,0
1805,"1 2 3 4 4 -1 4 -3 -4 -2 -4 -4",384,1,-128
1806,"1 2 3 4 3 -2 -4 -3 -3 -3 -1 3",384,1,128
1807,"1 2 3 -2 3 4 -3 -4 -3 -3 -1 3",384,1,0
1808,"1 2 3 4 -2 4 -1 4 -3 -4 -4 -4",384,1,-128
1809,"1 2 3 4 -3 -3 -2 -4 -3 -1 3 3",384,1,128
1810,"1 2 3 -2 3 3 4 -1 -4 -3 -3 -3",384,1,-256
1811,"1 2 3 4 3 -1 -3 -2 3 -4 -3 -3",384,1,0
1812,"1 2 3 4 3 -2 3 -4 -1 -3 -3 -3",192,1,-128
1813,"1 2 3 4 3 -2 -3 -3 -1 -3 -4 3",384,1,0
1814,"1 2 3 4 -2 3 3 -1 -4 -3 -3 -3",384,1,-256
1815,"1 2 3 4 -3 -1 3 -2 -3 -3 -4 3",384,1,128
1816,"1 2 3 4 -3 4 4 -1 -2 -4 -4 -4",384,1,-256
1817,"1 2 3 4 -2 -3 -3 -3 -4 3 -1 3",384,1,-128
1818,"1 2 3 4 -3 -4 -3 -3 -2 3 -1 3",384,1,0
1819,"1 2 3 4 -1 -4 -4 -2 4 4 -3 -4",192,1,128
1820,"1 2 3 4 -3 4 4 -1 -4 -2 -4 -4",384,1,-128
1821,"1 2 3 4 -1 3 -2 -3 -3 -3 -4 3",192,1,128
1822,"1 2 3 4 -2 3 3 -4 -3 -1 -3 -3",384,1,-128
1823,"1 2 3 -1 3 4 3 -4 -3 -3 -2 -3",384,1,0
1824,"1 2 3 4 -1 -2 4 4 -3 -4 -4 -4",384,1,0
1825,"1 2 3 4 -2 3 -1 3 -4 -3 -3 -3",384,1,-128
1826,"1 2 3 4 3 -4 -3 -3 -2 3 -1 -3",384,1,0
1827,"1 2 3 4 -3 4 -1 4 -2 -4 -4 -4",384,1,-128
1828,"1 2 3 -2 4 3 -4 3 -1 -3 -3 -3",384,1,-128
1829,"1 2 3 4 -3 -4 -4 -2 -4 -1 4 4",384,1,128
1830,"1 2 3 4 -2 4 4 -3 -1 -4 -4 -4",384,1,-256
1831,"1 2 3 -2 -3 4 3 -4 -3 -3 -1 3",384,1,-128
1832,"1 2 3 -1 3 3 4 -2 -3 -4 -3 -3",192,1,-128
1833,"1 2 3 4 -1 -2 -4 -4 -4 -3 4 4",384,1,-256
1834,"1 2 3 4 3 -2 -3 -3 -1 3 -4 -3",384,1,0
1835,"1 2 3 4 -3 -3 -2 3 3 -4 -1 -3",384,1,-128
1836,"1 2 3 4 -3 -4 -4 -4 -1 4 4 -2",384,1,256
1837,"1 2 3 4 3 3 -4 -3 -3 -1 -2 -3",384,1,0
1838,"1 2 3 -1 -2 3 3 4 -3 -4 -3 -3",384,1,0
1839,"1 2 3 2 -3 -2 4 2 -4 -2 -1 -2",384,1,0
1840,"1 2 3 4 3 -4 -3 -3 -3 -1 -2 3",384,1,0
1841,"1 2 3 4 -1 4 -3 -4 -4 -4 -2 4",384,1,128
1842,"1 2 3 4 -3 -4 -1 4 4 -2 -4 -4",384,1,128
1843,"1 2 3 4 -2 3 3 -4 -1 -3 -3 -3",384,1,-256
1844,"1 2 3 2 -3 2 4 -2 -4 -2 -1 -2",192,1,0
1845,"1 2 3 4 3 -1 3 -2 -3 -3 -4 -3",384,1,-128
1846,"1 2 3 4 -3 -1 -4 3 3 -2 -3 -3",384,1,128
1847,"1 2 3 4 -1 4 -3 4 -2 -4 -4 -4",384,1,-128
1848,"1 2 3 4 4 -1 -4 -2 4 -3 -4 -4",192,1,128
1849,"1 2 3 -1 3 4 3 -2 -4 -3 -3 -3",192,1,-128
1850,"1 2 3 -1 3 -2 3 4 -3 -4 -3 -3",384,1,0
1851,"1 2 3 4 -3 4 4 -2 -4 -4 -1 -4",192,1,-128
1852,"1 2 3 -1 -3 4 3 -2 3 -4 -3 -3",384,1,128
1853,"1 2 3 -1 -3 4 -3 -3 -4 3 3 -2",384,1,0
1854,"1 2 3 4 -3 -1 -4 -3 -3 -2 3 3",384,1,-128
1855,"1 2 3 4 -3 4 -2 -4 -4 -4 -1 4",384,1,128
1856,"1 2 3 -2 4 3 -4 -3 -3 -3 -1 3",192,1,-128
1857,"1 2 3 4 -3 -1 -4 -4 -4 -2 4 4",384,1,0
1858,"1 2 3 4 4 -1 4 -3 -2 -4 -4 -4",384,1,-256
1859,"1 2 3 4 3 -1 -3 -3 -2 -3 -4 3",384,1,0
1860,"1 2 3 -1 -3 4 -3 -2 -3 -4 3 3",384,1,0
1861,"1 2 3 4 4 -3 4 -2 -4 -1 -4 -4",192,1,-128
1862,"1 2 3 4 -3 -1 3 3 -2 -4 -3 -3",384,1,-128
1863,"1 2 3 3 4 -3 -4 3 -1 -3 -3 -2",384,1,256
1864,"1 2 3 4 -3 -4 -4 -1 -4 -2 4 4",384,1,128
1865,"1 2 3 4 -1 3 -4 3 -2 -3 -3 -3",384,1,-128
1866,"1 2 3 4 -2 -3 -3 -4 3 3 -1 -3",384,1,128
1867,"1 2 3 4 3 3 -4 -2 -3 -3 -1 -3",384,1,-128
1868,"1 2 3 3 4 3 -4 -3 -3 -3 -1 -2",384,1,0
1869,"1 2 3 4 -2 4 4 -3 -4 -4 -1 -4",384,1,-128
1870,"1 2 3 4 -3 -3 -4 3 -1 3 -2 -3",384,1,128
1871,"1 2 3 -1 -3 -3 -3 4 -2 -4 3 3",384,1,-256
1872,"1 2 3 -2 4 3 3 -1 -4 -3 -3 -3",384,1,0
1873,"1 2 3 4 -2 4 4 -1 -4 -4 -4 -3",384,1,-256
1874,"1 2 3 4 3 -4 -2 -3 -3 -3 -1 3",384,1,128
1875,"1 2 3 4 -3 -3 -3 -4 3 3 -1 -2",384,1,256
1876,"1 2 3 -2 -3 4 3 -4 3 -1 -3 -3",384,1,0
1877,"1 2 3 4 -2 3 3 -1 -3 -4 -3 -3",384,1,-128
1878,"1 2 3 4 3 -1 -3 -3 -2 3 -4 -3",384,1,0
1879,"1 2 3 4 3 -2 -3 -3 -3 -4 -1 3",384,1,128
1880,"1 2 3 4 3 3 -1 -2 -3 -4 -3 -3",192,1,-256
1881,"1 2 3 4 3 3 -2 -4 -3 -1 -3 -3",384,1,-128
1882,"1 2 3 -2 -3 4 -3 -4 -3 -1 3 3",384,1,128
1883,"1 2 3 4 -1 4 -2 -4 -4 -4 -3 4",384,1,-128
1884,"1 2 3 4 4 4 -3 -4 -4 -1 -4 -2",384,1,0
1885,"1 2 3 4 3 3 -2 -3 -4 -1 -3 -3",384,1,-128
1886,"1 2 3 4 -3 -3 -1 3 3 -4 -3 -2",192,1,-256
1887,"1 2 3 4 -3 -3 -3 -4 -1 3 3 -2",384,1,0
1888,"1 2 3 4 -2 4 -3 -4 -4 -4 -1 4",384,1,128
1889,"1 2 3 4 4 4 -1 -2 -4 -4 -4 -3",192,1,-512
1890,"1 2 3 4 -2 -3 -3 -3 -4 -1 3 3",384,1,0
1891,"1 2 3 4 -3 -3 -2 -4 3 3 -1 -3",384,1,128
1892,"1 2 3 4 -3 -4 -3 -3 -2 -1 3 3",384,1,0
1893,"1 2 3 4 3 -1 3 -2 -3 -4 -3 -3",384,1,-128
1894,"1 2 3 4 3 -4 3 -1 -3 -2 -3 -3",384,1,-128
1895,"1 2 3 4 -3 -3 -4 -2 -3 -1 3 3",192,1,-128
1896,"1 2 3 -2 4 2 -4 -2 -3 2 -1 -2",96,1,-128
1897,"1 2 3 4 -3 -3 -2 -3 -4 3 -1 3",384,1,-128
1898,"1 2 3 -2 4 3 3 -4 -1 -3 -3 -3",384,1,0
1899,"1 2 3 -1 3 4 -3 -2 3 -4 -3 -3",384,1,-128
1900,"1 2 3 4 -2 -3 -3 -1 -3 -4 3 3",384,1,-128
1901,"1 2 3 4 -3 4 -2 4 -1 -4 -4 -4",384,1,-128
1902,"1 2 3 4 -1 3 3 -4 -3 -3 -3 -2",384,1,-256
1903,"1 2 3 4 -3 -2 -3 -3 -1 -4 3 3",384,1,-128
1904,"1 2 3 4 4 -1 4 -2 -4 -3 -4 -4",192,1,-128
1905,"1 2 3 4 3 -2 3 -4 -3 -3 -1 -3",384,1,0
1906,"1 2 3 4 4 -1 -2 4 -3 -4 -4 -4",384,1,0
1907,"1 2 3 4 -3 -3 -2 3 -4 -3 -1 3",384,1,128
1908,"1 2 3 4 -1 4 4 -3 -2 -4 -4 -4",384,1,-256
1909,"1 2 3 -2 -3 4 3 3 -1 -4 -3 -3",384,1,128
1910,"1 2 3 4 -3 -3 -1 3 -4 3 -2 -3",384,1,0
1911,"1 2 3 4 4 -1 4 -3 -4 -4 -4 -2",384,1,0
1912,"1 2 3 4 -3 -3 -3 -2 3 -4 -1 3",192,1,128
1913,"1 2 3 -2 3 4 -3 -4 3 -1 -3 -3",384,1,128
1914,"1 2 3 4 -2 3 3 -1 -3 -3 -4 -3",384,1,-128
1915,"1 2 3 -2 -3 4 3 -1 3 -4 -3 -3",384,1,128
1916,"1 2 3 -2 -3 -3 -3 4 -1 -4 3 3",384,1,256
1917,"1 2 3 3 4 3 -1 -3 -4 -3 -3 -2",192,1,-256
1918,"1 2 3 4 3 -1 -2 3 -4 -3 -3 -3",384,1,0
1919,"1 2 3 -2 -3 -3 -1 4 -3 -4 3 3",192,1,-128
1920,"1 2 3 4 4 4 -1 -3 -2 -4 -4 -4",192,1,-512
1921,"1 2 3 4 -1 3 3 -4 -2 -3 -3 -3",384,1,-256
1922,"1 2 3 4 3 -1 3 -4 -3 -3 -2 -3",384,1,0
1923,"1 2 3 4 -2 -4 -3 -4 -4 -1 4 4",384,1,128
1924,"1 2 3 -2 -3 4 -3 -1 -3 -4 3 3",384,1,0
1925,"1 2 3 4 -1 -3 -2 3 3 -4 -3 -3",384,1,-128
1926,"1 2 3 4 3 -4 3 -1 -3 -3 -3 -2",384,1,-256
1927,"1 2 3 4 -3 -3 -2 3 -4 3 -1 -3",384,1,0
1928,"1 2 3 4 -1 -4 -4 -4 -3 -2 4 4",384,1,-256
1929,"1 2 3 4 3 -4 -3 -3 -3 -2 -1 3",384,1,0
1930,"1 2 3 4 -1 -4 -4 -2 -4 -3 4 4",384,1,-128
1931,"1 2 3 4 -3 -1 -3 -3 -4 3 3 -2",384,1,0
1932,"1 2 3 4 -2 -4 -4 -4 -1 -3 4 4",384,1,0
1933,"1 2 3 4 3 3 -1 -2 -3 -3 -4 -3",192,1,-256
1934,"1 2 3 4 -3 -3 -3 -1 -4 3 3 -2",384,1,0
1935,"1 2 3 4 -1 4 4 -2 -4 -4 -3 -4",192,1,-128
1936,"1 2 3 -1 -3 4 3 3 -2 -4 -3 -3",384,1,128
1937,"1 2 3 -2 -3 4 3 3 -4 -1 -3 -3",384,1,128
1938,"1 2 3 2 4 -2 -3 2 -4 -2 -1 -2",384,1,0
1939,"1 2 3 4 -2 -3 -3 -3 -1 3 -4 3",384,1,128
1940,"1 2 3 4 -3 -4 -3 -3 -1 3 -2 3",384,1,0
1941,"1 2 3 4 -3 -4 3 3 -1 -3 -3 -2",384,1,256
1942,"1 2 3 4 -3 -1 -3 -3 -2 -4 3 3",384,1,-128
1943,"1 2 3 4 -3 -3 -4 3 3 -1 -2 -3",384,1,256
1944,"1 2 3 -1 3 4 3 -4 -3 -3 -3 -2",384,1,0
1945,"1 2 3 4 4 -3 -4 -4 -4 -1 4 -2",384,1,256
1946,"1 2 3 4 -3 -2 -3 -1 3 3 -4 -3",384,1,-128
1947,"1 2 3 4 -3 -4 -4 -4 -2 -1 4 4",384,1,256
1948,"1 2 3 4 -1 -4 -4 -4 -3 4 4 -2",384,1,-256
1949,"1 2 3 4 3 3 -4 -3 -2 -1 -3 -3",384,1,0
1950,"1 2 3 -1 3 3 4 -2 -4 -3 -3 -3",384,1,-256
1951,"1 2 3 4 -3 -3 -4 -2 3 3 -1 -3",384,1,128
1952,"1 2 3 4 -1 4 4 -3 -4 -2 -4 -4",384,1,-128
1953,"1 2 3 4 -1 -4 -2 4 4 -3 -4 -4",384,1,128
1954,"1 2 3 4 -2 -3 4 4 -1 -4 -4 -4",384,1,0
1955,"1 2 3 4 -3 -4 -2 3 3 -1 -3 -3",384,1,128
1956,"1 2 3 -2 3 4 -3 -1 3 -4 -3 -3",384,1,-128
1957,"1 2 3 4 -3 -3 -4 -3 -2 3 -1 3",384,1,0
1958,"1 2 3 4 3 3 -4 -3 -1 -3 -3 -2",384,1,0
1959,"1 2 3 4 -1 4 -2 4 -3 -4 -4 -4",384,1,-128
1960,"1 2 3 4 -3 -4 -2 -3 -3 -1 3 3",384,1,-128
1961,"1 2 3 4 4 4 -3 -2 -1 -4 -4 -4",96,1,-512
1962,"1 2 3 4 -2 -4 3 3 -1 -3 -3 -3",384,1,0
1963,"1 2 3 -1 3 4 3 -4 -3 -2 -3 -3",384,1,0
1964,"1 2 3 4 -3 -2 3 -4 3 -1 -3 -3",384,1,0
1965,"1 2 3 -2 -3 -1 3 4 3 -4 -3 -3",384,1,0
1966,"1 2 3 3 4 -3 -1 3 -4 -3 -3 -2",192,1,-256
1967,"1 2 3 4 3 -4 -3 -1 -3 -3 -2 3",384,1,0
1968,"1 2 3 4 -1 3 -2 3 -4 -3 -3 -3",384,1,-128
1969,"1 2 3 4 -3 -2 -3 -4 3 3 -1 -3",384,1,128
1970,"1 2 3 4 -3 -2 -3 -4 -3 -1 3 3",384,1,0
1971,"1 2 3 -2 -3 -1 -3 4 -3 -4 3 3",384,1,0
1972,"1 2 3 4 -3 -4 -4 -4 -1 -2 4 4",384,1,256
1973,"1 2 3 4 -3 -3 -4 3 -2 -3 -1 3",384,1,-128
1974,"1 2 3 4 -3 -4 3 3 -1 -3 -2 -3",384,1,128
1975,"1 2 3 4 -3 4 4 -2 -1 -4 -4 -4",384,1,-256
1976,"1 2 3 2 4 -2 -1 2 -4 -2 -3 -2",192,1,-128
1977,"1 2 3 4 -2 -3 -1 3 3 -4 -3 -3",384,1,-128
1978,"1 2 3 -2 3 4 3 -1 -3 -4 -3 -3",384,1,-128
1979,"1 2 3 4 -3 4 4 -2 -4 -1 -4 -4",384,1,-128
1980,"1 2 3 4 -3 -3 -3 -4 3 -2 -1 3",192,1,-256
1981,"1 2 3 4 -3 4 4 -1 -4 -4 -4 -2",384,1,-256
1982,"1 2 3 4 3 3 -4 -1 -3 -3 -3 -2",384,1,-256
1983,"1 2 3 2 4 2 -1 -2 -4 -2 -3 -2",96,1,-128
1984,"1 2 3 4 3 3 -1 -3 -3 -4 -3 -2",192,1,-256
1985,"1 2 3 -2 3 4 3 -4 -3 -1 -3 -3",384,1,0
1986,"1 2 3 4 -3 -4 3 -1 -3 -3 -2 3",384,1,128
1987,"1 2 3 4 4 -1 4 -2 -3 -4 -4 -4",384,1,-256
1988,"1 2 3 4 4 -3 4 -1 -2 -4 -4 -4",384,1,-256
1989,"1 2 3 2 4 -2 -3 -2 -4 2 -1 -2",384,1,128
